nom_hotel,annee,mois,categorie,sous_categorie,nombre_ventes,montant_ventes,nombre_paniers,nombre_produits,hotel_code
Mercure Paris Montmartre Sacré-Cœur,2025,2,F_B,FOOD SALEE,67.0,347.0,52.0,4.0,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,2,F_B,FOOD SUCREE,83.0,271.0,65.0,4.0,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,2,F_B,SANS ALCOOL,272.0,1790.0,213.0,9.0,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,2,F_B,SOUVENIRS,2.0,29.0,2.0,2.0,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,2,N_F_B,COSMETIQUE,5.0,60.0,5.0,1.0,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,2,N_F_B,SOS,4.0,53.0,4.0,2.0,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,2,N_F_B,SOUVENIRS,5.0,378.0,3.0,2.0,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,3,F_B,ALCOOL,88.0,1601.0,67.0,5.0,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,3,F_B,FOOD SALEE,64.0,338.0,52.0,3.0,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,3,F_B,FOOD SUCREE,99.0,367.0,69.0,4.0,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,3,F_B,SANS ALCOOL,309.0,2255.0,224.0,9.0,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,3,F_B,SOUVENIRS,1.0,14.0,1.0,1.0,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,3,N_F_B,COSMETIQUE,5.0,78.0,5.0,2.0,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,3,N_F_B,SOS,3.0,16.0,3.0,2.0,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,4,F_B,ALCOOL,108.0,1841.0,73.0,5.0,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,4,F_B,FOOD SALEE,39.0,169.0,38.0,3.0,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,4,F_B,FOOD SUCREE,100.0,397.0,68.0,3.0,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,4,F_B,SANS ALCOOL,256.0,1980.0,184.0,9.0,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,4,N_F_B,COSMETIQUE,5.0,63.0,5.0,3.0,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,5,F_B,ALCOOL,55.0,1016.0,43.0,5.0,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,5,F_B,FOOD SALEE,27.0,117.0,25.0,3.0,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,5,F_B,FOOD SUCREE,81.0,238.0,62.0,4.0,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,5,F_B,SANS ALCOOL,186.0,1680.0,125.0,9.0,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,5,N_F_B,COSMETIQUE,3.0,36.0,3.0,1.0,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,6,F_B,ALCOOL,37.0,741.0,30.0,7.0,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,6,F_B,FOOD SALEE,40.0,190.0,34.0,3.0,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,6,F_B,FOOD SUCREE,116.0,395.0,92.0,4.0,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,6,F_B,SANS ALCOOL,262.0,1920.0,196.0,9.0,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,6,N_F_B,COSMETIQUE,7.0,109.0,5.0,2.0,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,6,N_F_B,SOS,4.0,90.0,3.0,1.0,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,7,F_B,ALCOOL,31.0,513.0,27.0,6.0,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,7,F_B,FOOD SALEE,37.0,273.0,29.0,3.0,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,7,F_B,FOOD SUCREE,64.0,270.0,46.0,4.0,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,7,F_B,SANS ALCOOL,149.0,995.0,115.0,10.0,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,7,N_F_B,COSMETIQUE,2.0,42.0,2.0,2.0,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,7,N_F_B,SOS,1.0,15.0,1.0,1.0,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,7,N_F_B,SOUVENIRS,2.0,44.0,2.0,1.0,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,8,F_B,ALCOOL,33.0,542.0,25.0,7.0,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,8,F_B,FOOD SALEE,27.0,135.0,24.0,3.0,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,8,F_B,FOOD SUCREE,53.0,185.0,38.0,4.0,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,8,F_B,SANS ALCOOL,98.0,858.0,66.0,5.0,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,8,N_F_B,COSMETIQUE,1.0,12.0,1.0,1.0,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,8,N_F_B,SOS,1.0,15.0,1.0,1.0,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,8,N_F_B,SOUVENIRS,1.0,42.0,1.0,1.0,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,9,F_B,ALCOOL,69.0,1411.0,49.0,5.0,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,9,F_B,FOOD SALEE,52.0,234.0,48.0,3.0,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,9,F_B,FOOD SUCREE,129.0,496.0,85.0,4.0,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,9,F_B,SANS ALCOOL,247.0,1781.0,189.0,5.0,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,9,N_F_B,COSMETIQUE,1.0,30.0,1.0,1.0,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,9,N_F_B,SOS,2.0,30.0,2.0,1.0,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,9,N_F_B,SOUVENIRS,1.0,42.0,1.0,1.0,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,10,F_B,ALCOOL,102.0,1444.0,76.0,5.0,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,10,F_B,FOOD SALEE,40.0,214.0,36.0,3.0,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,10,F_B,FOOD SUCREE,97.0,331.0,73.0,4.0,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,10,F_B,SANS ALCOOL,344.0,2520.0,250.0,4.0,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,10,N_F_B,COSMETIQUE,5.0,70.7,4.0,4.0,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,10,N_F_B,SOS,2.0,27.8,2.0,1.0,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,11,F_B,ALCOOL,65.0,1192.0,54.0,5.0,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,11,F_B,FOOD SALEE,38.0,202.0,31.0,4.0,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,11,F_B,FOOD SUCREE,105.0,384.0,71.0,4.0,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,11,F_B,SANS ALCOOL,188.0,1430.0,142.0,4.0,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,11,N_F_B,COSMETIQUE,5.0,55.7,5.0,3.0,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,11,N_F_B,SOS,4.0,57.8,4.0,3.0,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,12,F_B,ALCOOL,57.0,1072.0,44.0,5.0,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,12,F_B,FOOD SALEE,55.0,277.0,45.0,3.0,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,12,F_B,FOOD SUCREE,69.0,377.0,46.0,2.0,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,12,F_B,SANS ALCOOL,235.0,1705.0,175.0,4.0,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,12,N_F_B,COSMETIQUE,13.0,148.4,13.0,4.0,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,12,N_F_B,SOS,6.0,62.9,5.0,4.0,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,12,N_F_B,SOUVENIRS,1.0,22.0,1.0,1.0,H0373
Novotel Megève Mont-Blanc,2024,3,F_B,FOOD SALEE,15.0,92.0,4.0,6.0,HB5I0
Novotel Megève Mont-Blanc,2024,3,F_B,FOOD SUCREE,10.0,68.0,9.0,7.0,HB5I0
Novotel Megève Mont-Blanc,2024,3,N_F_B,ACCESSOIRES,3.0,59.0,3.0,2.0,HB5I0
Novotel Megève Mont-Blanc,2024,3,N_F_B,COSMETIQUE,9.0,118.0,7.0,5.0,HB5I0
Novotel Megève Mont-Blanc,2024,3,N_F_B,JEUX / ENFANTS,13.0,226.0,14.0,13.0,HB5I0
Novotel Megève Mont-Blanc,2024,3,N_F_B,PAP,3.0,105.0,3.0,3.0,HB5I0
Novotel Megève Mont-Blanc,2024,3,N_F_B,SOUVENIRS,1.0,18.0,1.0,0.0,HB5I0
Novotel Megève Mont-Blanc,2024,4,F_B,FOOD SALEE,7.0,39.0,6.0,4.0,HB5I0
Novotel Megève Mont-Blanc,2024,4,F_B,FOOD SUCREE,23.0,167.5,12.0,11.0,HB5I0
Novotel Megève Mont-Blanc,2024,4,F_B,SANS ALCOOL,8.0,18.5,7.0,2.0,HB5I0
Novotel Megève Mont-Blanc,2024,4,N_F_B,ACCESSOIRES,5.0,73.0,5.0,3.0,HB5I0
Novotel Megève Mont-Blanc,2024,4,N_F_B,COSMETIQUE,14.0,248.5,10.0,8.0,HB5I0
Novotel Megève Mont-Blanc,2024,4,N_F_B,JEUX / ENFANTS,11.0,133.0,7.0,10.0,HB5I0
Novotel Megève Mont-Blanc,2024,4,N_F_B,SOS,4.0,90.0,4.0,0.0,HB5I0
Novotel Megève Mont-Blanc,2024,4,N_F_B,SOUVENIRS,8.0,130.0,4.0,5.0,HB5I0
Novotel Megève Mont-Blanc,2024,5,F_B,ALCOOL,6.0,60.0,4.0,3.0,HB5I0
Novotel Megève Mont-Blanc,2024,5,F_B,FOOD SALEE,4.0,27.0,4.0,4.0,HB5I0
Novotel Megève Mont-Blanc,2024,5,F_B,FOOD SUCREE,22.0,152.5,15.0,10.0,HB5I0
Novotel Megève Mont-Blanc,2024,5,F_B,SANS ALCOOL,34.0,88.0,22.0,8.0,HB5I0
Novotel Megève Mont-Blanc,2024,5,F_B,SOUVENIRS,2.0,14.0,1.0,2.0,HB5I0
Novotel Megève Mont-Blanc,2024,5,N_F_B,ACCESSOIRES,9.0,365.0,8.0,4.0,HB5I0
Novotel Megève Mont-Blanc,2024,5,N_F_B,COSMETIQUE,17.0,380.9,13.0,8.0,HB5I0
Novotel Megève Mont-Blanc,2024,5,N_F_B,JEUX / ENFANTS,6.0,89.0,5.0,6.0,HB5I0
Novotel Megève Mont-Blanc,2024,5,N_F_B,PAP,2.0,60.0,1.0,2.0,HB5I0
Novotel Megève Mont-Blanc,2024,5,N_F_B,SOS,6.0,112.0,4.0,4.0,HB5I0
Novotel Megève Mont-Blanc,2024,5,N_F_B,SOUVENIRS,2.0,32.0,1.0,2.0,HB5I0
Novotel Megève Mont-Blanc,2024,6,F_B,ALCOOL,12.0,112.0,7.0,3.0,HB5I0
Novotel Megève Mont-Blanc,2024,6,F_B,FOOD SALEE,12.0,66.0,7.0,4.0,HB5I0
Novotel Megève Mont-Blanc,2024,6,F_B,FOOD SUCREE,17.0,116.5,11.0,9.0,HB5I0
Novotel Megève Mont-Blanc,2024,6,F_B,SANS ALCOOL,32.0,82.5,24.0,8.0,HB5I0
Novotel Megève Mont-Blanc,2024,6,F_B,SOUVENIRS,1.0,7.0,1.0,1.0,HB5I0
Novotel Megève Mont-Blanc,2024,6,N_F_B,ACCESSOIRES,6.0,75.0,6.0,2.0,HB5I0
Novotel Megève Mont-Blanc,2024,6,N_F_B,COSMETIQUE,8.0,165.8,8.0,4.0,HB5I0
Novotel Megève Mont-Blanc,2024,6,N_F_B,JEUX / ENFANTS,14.0,187.0,8.0,7.0,HB5I0
Novotel Megève Mont-Blanc,2024,6,N_F_B,PAP,1.0,45.0,1.0,1.0,HB5I0
Novotel Megève Mont-Blanc,2024,6,N_F_B,SOS,6.0,117.0,6.0,2.0,HB5I0
Novotel Megève Mont-Blanc,2024,7,F_B,ALCOOL,5.0,44.0,3.0,3.0,HB5I0
Novotel Megève Mont-Blanc,2024,7,F_B,FOOD SALEE,12.0,64.0,9.0,3.0,HB5I0
Novotel Megève Mont-Blanc,2024,7,F_B,FOOD SUCREE,23.0,154.0,17.0,10.0,HB5I0
Novotel Megève Mont-Blanc,2024,7,F_B,SANS ALCOOL,58.0,152.5,39.0,8.0,HB5I0
Novotel Megève Mont-Blanc,2024,7,F_B,SOUVENIRS,1.0,6.0,1.0,1.0,HB5I0
Novotel Megève Mont-Blanc,2024,7,N_F_B,ACCESSOIRES,7.0,197.0,6.0,4.0,HB5I0
Novotel Megève Mont-Blanc,2024,7,N_F_B,COSMETIQUE,13.0,154.9,11.0,8.0,HB5I0
Novotel Megève Mont-Blanc,2024,7,N_F_B,JEUX / ENFANTS,6.0,105.0,6.0,4.0,HB5I0
Novotel Megève Mont-Blanc,2024,7,N_F_B,PAP,5.0,99.0,4.0,4.0,HB5I0
Novotel Megève Mont-Blanc,2024,7,N_F_B,SOS,11.0,213.0,11.0,3.0,HB5I0
Novotel Megève Mont-Blanc,2024,7,N_F_B,SOUVENIRS,7.0,112.0,3.0,5.0,HB5I0
Novotel Megève Mont-Blanc,2024,8,F_B,ALCOOL,4.0,32.0,3.0,2.0,HB5I0
Novotel Megève Mont-Blanc,2024,8,F_B,FOOD SALEE,18.0,119.7,16.0,6.0,HB5I0
Novotel Megève Mont-Blanc,2024,8,F_B,FOOD SUCREE,39.0,252.1,31.0,14.0,HB5I0
Novotel Megève Mont-Blanc,2024,8,F_B,SANS ALCOOL,63.0,168.5,40.0,11.0,HB5I0
Novotel Megève Mont-Blanc,2024,8,F_B,SOUVENIRS,3.0,36.7,3.0,2.0,HB5I0
Novotel Megève Mont-Blanc,2024,8,N_F_B,ACCESSOIRES,12.0,323.0,9.0,7.0,HB5I0
Novotel Megève Mont-Blanc,2024,8,N_F_B,COSMETIQUE,9.0,118.4,9.0,6.0,HB5I0
Novotel Megève Mont-Blanc,2024,8,N_F_B,JEUX / ENFANTS,19.0,241.0,15.0,11.0,HB5I0
Novotel Megève Mont-Blanc,2024,8,N_F_B,PAP,10.0,277.0,9.0,8.0,HB5I0
Novotel Megève Mont-Blanc,2024,8,N_F_B,SOS,7.0,136.0,7.0,3.0,HB5I0
Novotel Megève Mont-Blanc,2024,8,N_F_B,SOUVENIRS,4.0,66.0,2.0,1.0,HB5I0
Novotel Megève Mont-Blanc,2024,9,F_B,ALCOOL,5.0,52.0,4.0,2.0,HB5I0
Novotel Megève Mont-Blanc,2024,9,F_B,FOOD SALEE,1.0,8.5,1.0,1.0,HB5I0
Novotel Megève Mont-Blanc,2024,9,F_B,FOOD SUCREE,19.0,118.3,14.0,9.0,HB5I0
Novotel Megève Mont-Blanc,2024,9,F_B,SANS ALCOOL,28.0,73.0,24.0,10.0,HB5I0
Novotel Megève Mont-Blanc,2024,9,F_B,SOUVENIRS,2.0,33.0,2.0,0.0,HB5I0
Novotel Megève Mont-Blanc,2024,9,N_F_B,ACCESSOIRES,11.0,718.0,10.0,7.0,HB5I0
Novotel Megève Mont-Blanc,2024,9,N_F_B,COSMETIQUE,16.0,187.6,10.0,4.0,HB5I0
Novotel Megève Mont-Blanc,2024,9,N_F_B,JEUX / ENFANTS,5.0,80.0,5.0,2.0,HB5I0
Novotel Megève Mont-Blanc,2024,9,N_F_B,PAP,6.0,122.0,4.0,6.0,HB5I0
Novotel Megève Mont-Blanc,2024,9,N_F_B,SOS,4.0,81.0,4.0,2.0,HB5I0
Novotel Megève Mont-Blanc,2024,9,N_F_B,SOUVENIRS,5.0,82.0,3.0,4.0,HB5I0
Novotel Megève Mont-Blanc,2024,10,F_B,ALCOOL,17.0,140.0,11.0,4.0,HB5I0
Novotel Megève Mont-Blanc,2024,10,F_B,FOOD SALEE,5.0,40.5,4.0,4.0,HB5I0
Novotel Megève Mont-Blanc,2024,10,F_B,FOOD SUCREE,12.0,90.3,9.0,7.0,HB5I0
Novotel Megève Mont-Blanc,2024,10,F_B,SANS ALCOOL,18.0,50.0,12.0,10.0,HB5I0
Novotel Megève Mont-Blanc,2024,10,N_F_B,ACCESSOIRES,6.0,240.0,5.0,4.0,HB5I0
Novotel Megève Mont-Blanc,2024,10,N_F_B,COSMETIQUE,4.0,43.9,4.0,3.0,HB5I0
Novotel Megève Mont-Blanc,2024,10,N_F_B,JEUX / ENFANTS,2.0,14.0,2.0,2.0,HB5I0
Novotel Megève Mont-Blanc,2024,10,N_F_B,PAP,2.0,50.0,2.0,2.0,HB5I0
Novotel Megève Mont-Blanc,2024,10,N_F_B,SOS,2.0,37.0,2.0,2.0,HB5I0
Novotel Megève Mont-Blanc,2024,10,N_F_B,SOUVENIRS,5.0,84.0,3.0,3.0,HB5I0
Novotel Megève Mont-Blanc,2024,11,F_B,ALCOOL,2.0,16.0,2.0,2.0,HB5I0
Novotel Megève Mont-Blanc,2024,11,F_B,FOOD SALEE,3.0,24.3,3.0,2.0,HB5I0
Novotel Megève Mont-Blanc,2024,11,F_B,FOOD SUCREE,26.0,162.6,14.0,11.0,HB5I0
Novotel Megève Mont-Blanc,2024,11,F_B,SANS ALCOOL,12.0,31.5,8.0,6.0,HB5I0
Novotel Megève Mont-Blanc,2024,11,N_F_B,ACCESSOIRES,12.0,693.0,12.0,6.0,HB5I0
Novotel Megève Mont-Blanc,2024,11,N_F_B,COSMETIQUE,8.0,205.4,7.0,5.0,HB5I0
Novotel Megève Mont-Blanc,2024,11,N_F_B,JEUX / ENFANTS,2.0,24.0,2.0,2.0,HB5I0
Novotel Megève Mont-Blanc,2024,11,N_F_B,PAP,2.0,65.0,2.0,2.0,HB5I0
Novotel Megève Mont-Blanc,2024,11,N_F_B,SOS,4.0,64.0,4.0,1.0,HB5I0
Novotel Megève Mont-Blanc,2024,11,N_F_B,SOUVENIRS,1.0,16.0,1.0,1.0,HB5I0
Novotel Megève Mont-Blanc,2024,12,F_B,ALCOOL,1.0,8.0,1.0,1.0,HB5I0
Novotel Megève Mont-Blanc,2024,12,F_B,FOOD SALEE,8.0,64.0,8.0,5.0,HB5I0
Novotel Megève Mont-Blanc,2024,12,F_B,FOOD SUCREE,95.0,433.8,50.0,22.0,HB5I0
Novotel Megève Mont-Blanc,2024,12,F_B,SANS ALCOOL,48.0,125.0,43.0,9.0,HB5I0
Novotel Megève Mont-Blanc,2024,12,F_B,SOUVENIRS,2.0,33.0,1.0,0.0,HB5I0
Novotel Megève Mont-Blanc,2024,12,N_F_B,#REF!,4.0,60.0,4.0,0.0,HB5I0
Novotel Megève Mont-Blanc,2024,12,N_F_B,ACCESSOIRES,10.0,329.0,10.0,4.0,HB5I0
Novotel Megève Mont-Blanc,2024,12,N_F_B,COSMETIQUE,5.0,71.9,5.0,2.0,HB5I0
Novotel Megève Mont-Blanc,2024,12,N_F_B,JEUX / ENFANTS,22.0,232.3,15.0,14.0,HB5I0
Novotel Megève Mont-Blanc,2024,12,N_F_B,PAP,14.0,310.0,10.0,3.0,HB5I0
Novotel Megève Mont-Blanc,2024,12,N_F_B,SOS,2.0,59.0,2.0,2.0,HB5I0
Novotel Megève Mont-Blanc,2024,12,N_F_B,SOUVENIRS,6.0,98.0,5.0,3.0,HB5I0
Novotel Megève Mont-Blanc,2025,1,F_B,ALCOOL,2.0,16.0,1.0,2.0,HB5I0
Novotel Megève Mont-Blanc,2025,1,F_B,FOOD SALEE,10.0,78.0,6.0,5.0,HB5I0
Novotel Megève Mont-Blanc,2025,1,F_B,FOOD SUCREE,86.0,544.9,41.0,23.0,HB5I0
Novotel Megève Mont-Blanc,2025,1,F_B,SANS ALCOOL,42.0,108.0,27.0,7.0,HB5I0
Novotel Megève Mont-Blanc,2025,1,F_B,SOUVENIRS,1.0,16.5,1.0,0.0,HB5I0
Novotel Megève Mont-Blanc,2025,1,N_F_B,#REF!,8.0,120.0,6.0,0.0,HB5I0
Novotel Megève Mont-Blanc,2025,1,N_F_B,ACCESSOIRES,10.0,183.0,8.0,1.0,HB5I0
Novotel Megève Mont-Blanc,2025,1,N_F_B,JEUX / ENFANTS,23.0,248.05,12.0,17.0,HB5I0
Novotel Megève Mont-Blanc,2025,1,N_F_B,PAP,32.0,591.0,22.0,2.0,HB5I0
Novotel Megève Mont-Blanc,2025,1,N_F_B,SOS,7.0,112.0,6.0,1.0,HB5I0
Novotel Megève Mont-Blanc,2025,1,N_F_B,SOUVENIRS,3.0,1.5,2.0,1.0,HB5I0
Novotel Megève Mont-Blanc,2025,2,F_B,ALCOOL,5.0,40.0,2.0,2.0,HB5I0
Novotel Megève Mont-Blanc,2025,2,F_B,FOOD SALEE,18.0,79.7,10.0,7.0,HB5I0
Novotel Megève Mont-Blanc,2025,2,F_B,FOOD SUCREE,102.0,385.8,65.0,23.0,HB5I0
Novotel Megève Mont-Blanc,2025,2,F_B,SANS ALCOOL,80.0,204.0,45.0,10.0,HB5I0
Novotel Megève Mont-Blanc,2025,2,N_F_B,#REF!,3.0,33.0,3.0,1.0,HB5I0
Novotel Megève Mont-Blanc,2025,2,N_F_B,ACCESSOIRES,19.0,372.0,16.0,4.0,HB5I0
Novotel Megève Mont-Blanc,2025,2,N_F_B,COSMETIQUE,6.0,51.9,6.0,3.0,HB5I0
Novotel Megève Mont-Blanc,2025,2,N_F_B,JEUX / ENFANTS,35.0,349.25,25.0,19.0,HB5I0
Novotel Megève Mont-Blanc,2025,2,N_F_B,PAP,11.0,340.0,11.0,1.0,HB5I0
Novotel Megève Mont-Blanc,2025,2,N_F_B,SOS,42.0,545.5,27.0,4.0,HB5I0
Novotel Megève Mont-Blanc,2025,2,N_F_B,SOUVENIRS,15.0,7.5,6.0,1.0,HB5I0
Novotel Megève Mont-Blanc,2025,3,F_B,FOOD SALEE,18.0,60.0,11.0,5.0,HB5I0
Novotel Megève Mont-Blanc,2025,3,F_B,FOOD SUCREE,67.0,221.5,42.0,16.0,HB5I0
Novotel Megève Mont-Blanc,2025,3,F_B,SANS ALCOOL,36.0,94.5,22.0,8.0,HB5I0
Novotel Megève Mont-Blanc,2025,3,N_F_B,#REF!,6.0,60.0,5.0,1.0,HB5I0
Novotel Megève Mont-Blanc,2025,3,N_F_B,ACCESSOIRES,7.0,154.0,6.0,2.0,HB5I0
Novotel Megève Mont-Blanc,2025,3,N_F_B,COSMETIQUE,2.0,19.0,2.0,2.0,HB5I0
Novotel Megève Mont-Blanc,2025,3,N_F_B,JEUX / ENFANTS,32.0,293.75,23.0,13.0,HB5I0
Novotel Megève Mont-Blanc,2025,3,N_F_B,PAP,12.0,375.0,10.0,3.0,HB5I0
Novotel Megève Mont-Blanc,2025,3,N_F_B,SOS,11.0,89.0,10.0,4.0,HB5I0
Novotel Megève Mont-Blanc,2025,3,N_F_B,SOUVENIRS,10.0,5.0,5.0,1.0,HB5I0
Novotel Megève Mont-Blanc,2025,4,F_B,FOOD SALEE,6.0,24.0,5.0,3.0,HB5I0
Novotel Megève Mont-Blanc,2025,4,F_B,FOOD SUCREE,31.0,122.5,18.0,13.0,HB5I0
Novotel Megève Mont-Blanc,2025,4,F_B,SANS ALCOOL,17.0,43.5,12.0,3.0,HB5I0
Novotel Megève Mont-Blanc,2025,4,N_F_B,#REF!,3.0,33.0,3.0,2.0,HB5I0
Novotel Megève Mont-Blanc,2025,4,N_F_B,ACCESSOIRES,9.0,229.0,7.0,3.0,HB5I0
Novotel Megève Mont-Blanc,2025,4,N_F_B,COSMETIQUE,4.0,31.0,3.0,3.0,HB5I0
Novotel Megève Mont-Blanc,2025,4,N_F_B,JEUX / ENFANTS,13.0,117.15,11.0,8.0,HB5I0
Novotel Megève Mont-Blanc,2025,4,N_F_B,PAP,4.0,105.0,3.0,1.0,HB5I0
Novotel Megève Mont-Blanc,2025,4,N_F_B,SOS,4.0,33.0,3.0,3.0,HB5I0
Novotel Megève Mont-Blanc,2025,5,F_B,FOOD SALEE,11.0,48.0,7.0,5.0,HB5I0
Novotel Megève Mont-Blanc,2025,5,F_B,FOOD SUCREE,15.0,57.9,10.0,10.0,HB5I0
Novotel Megève Mont-Blanc,2025,5,F_B,SANS ALCOOL,10.0,26.0,10.0,3.0,HB5I0
Novotel Megève Mont-Blanc,2025,5,N_F_B,#REF!,4.0,60.0,4.0,1.0,HB5I0
Novotel Megève Mont-Blanc,2025,5,N_F_B,ACCESSOIRES,4.0,50.0,3.0,2.0,HB5I0
Novotel Megève Mont-Blanc,2025,5,N_F_B,COSMETIQUE,3.0,95.9,3.0,2.0,HB5I0
Novotel Megève Mont-Blanc,2025,5,N_F_B,JEUX / ENFANTS,10.0,109.4,8.0,7.0,HB5I0
Novotel Megève Mont-Blanc,2025,5,N_F_B,PAP,5.0,145.0,4.0,0.0,HB5I0
Novotel Megève Mont-Blanc,2025,5,N_F_B,SOS,1.0,4.0,1.0,1.0,HB5I0
Novotel Megève Mont-Blanc,2025,6,F_B,FOOD SALEE,16.0,48.0,10.0,4.0,HB5I0
Novotel Megève Mont-Blanc,2025,6,F_B,FOOD SUCREE,45.0,196.0,22.0,14.0,HB5I0
Novotel Megève Mont-Blanc,2025,6,F_B,SANS ALCOOL,15.0,37.5,9.0,3.0,HB5I0
Novotel Megève Mont-Blanc,2025,6,N_F_B,#REF!,15.0,196.5,13.0,7.0,HB5I0
Novotel Megève Mont-Blanc,2025,6,N_F_B,ACCESSOIRES,9.0,346.0,8.0,7.0,HB5I0
Novotel Megève Mont-Blanc,2025,6,N_F_B,COSMETIQUE,7.0,104.0,5.0,5.0,HB5I0
Novotel Megève Mont-Blanc,2025,6,N_F_B,JEUX / ENFANTS,15.0,131.05,12.0,8.0,HB5I0
Novotel Megève Mont-Blanc,2025,6,N_F_B,PAP,2.0,55.0,2.0,0.0,HB5I0
Novotel Megève Mont-Blanc,2025,6,N_F_B,SOS,7.0,63.0,6.0,2.0,HB5I0
Novotel Megève Mont-Blanc,2025,6,N_F_B,SOUVENIRS,13.0,6.5,3.0,1.0,HB5I0
Novotel Megève Mont-Blanc,2025,7,F_B,ALCOOL,1.0,8.0,1.0,1.0,HB5I0
Novotel Megève Mont-Blanc,2025,7,F_B,FOOD SALEE,46.0,128.5,28.0,5.0,HB5I0
Novotel Megève Mont-Blanc,2025,7,F_B,FOOD SUCREE,95.0,359.0,59.0,17.0,HB5I0
Novotel Megève Mont-Blanc,2025,7,F_B,SANS ALCOOL,39.0,97.5,26.0,5.0,HB5I0
Novotel Megève Mont-Blanc,2025,7,N_F_B,#REF!,25.0,354.5,22.0,11.0,HB5I0
Novotel Megève Mont-Blanc,2025,7,N_F_B,ACCESSOIRES,7.0,190.0,7.0,2.0,HB5I0
Novotel Megève Mont-Blanc,2025,7,N_F_B,COSMETIQUE,9.0,109.0,6.0,4.0,HB5I0
Novotel Megève Mont-Blanc,2025,7,N_F_B,JEUX / ENFANTS,24.0,215.7,14.0,10.0,HB5I0
Novotel Megève Mont-Blanc,2025,7,N_F_B,PAP,6.0,210.0,5.0,0.0,HB5I0
Novotel Megève Mont-Blanc,2025,7,N_F_B,SOS,16.0,163.0,14.0,4.0,HB5I0
