nom_hotel,annee,mois,categorie,sous_categorie,is_holiday,nombre_ventes,montant_ventes,nombre_paniers,nombre_produits,hotel_code
Mercure Paris Montmartre Sacré-Cœur,2024,6,F_B,FOOD SALEE,0,56.0,296.0,49.0,10.0,H0373
Mercure Paris Montmartre Sacré-Cœur,2024,6,F_B,FOOD SUCREE,0,107.0,391.0,80.0,4.0,H0373
Mercure Paris Montmartre Sacré-Cœur,2024,6,F_B,SANS ALCOOL,0,563.0,4324.0,394.0,10.0,H0373
Mercure Paris Montmartre Sacré-Cœur,2024,6,F_B,SOUVENIRS,0,3.0,45.0,3.0,1.0,H0373
Mercure Paris Montmartre Sacré-Cœur,2024,6,N_F_B,COSMETIQUE,0,5.0,157.0,3.0,2.0,H0373
Mercure Paris Montmartre Sacré-Cœur,2024,6,N_F_B,SOS,0,1.0,8.0,1.0,1.0,H0373
Mercure Paris Montmartre Sacré-Cœur,2024,6,N_F_B,SOUVENIRS,0,1.0,42.0,1.0,1.0,H0373
Mercure Paris Montmartre Sacré-Cœur,2024,7,F_B,ALCOOL,0,96.0,1221.0,63.0,5.0,H0373
Mercure Paris Montmartre Sacré-Cœur,2024,7,F_B,FOOD SALEE,0,58.0,340.0,49.0,6.0,H0373
Mercure Paris Montmartre Sacré-Cœur,2024,7,F_B,FOOD SUCREE,0,128.0,451.0,91.0,6.0,H0373
Mercure Paris Montmartre Sacré-Cœur,2024,7,F_B,SANS ALCOOL,0,362.0,4630.0,228.0,9.0,H0373
Mercure Paris Montmartre Sacré-Cœur,2024,7,F_B,SANS ALCOOL,1,1.0,5.0,1.0,1.0,H0373
Mercure Paris Montmartre Sacré-Cœur,2024,7,F_B,SOUVENIRS,0,1.0,15.0,1.0,1.0,H0373
Mercure Paris Montmartre Sacré-Cœur,2024,7,N_F_B,COSMETIQUE,0,4.0,108.0,2.0,4.0,H0373
Mercure Paris Montmartre Sacré-Cœur,2024,7,N_F_B,SOS,0,3.0,34.0,3.0,2.0,H0373
Mercure Paris Montmartre Sacré-Cœur,2024,7,N_F_B,SOUVENIRS,0,1.0,22.0,1.0,1.0,H0373
Mercure Paris Montmartre Sacré-Cœur,2024,8,F_B,ALCOOL,0,98.0,1321.0,67.0,4.0,H0373
Mercure Paris Montmartre Sacré-Cœur,2024,8,F_B,FOOD SALEE,0,52.0,288.0,45.0,3.0,H0373
Mercure Paris Montmartre Sacré-Cœur,2024,8,F_B,FOOD SALEE,1,1.0,5.0,1.0,1.0,H0373
Mercure Paris Montmartre Sacré-Cœur,2024,8,F_B,FOOD SUCREE,0,118.0,555.0,69.0,6.0,H0373
Mercure Paris Montmartre Sacré-Cœur,2024,8,F_B,FOOD SUCREE,1,4.0,13.0,3.0,2.0,H0373
Mercure Paris Montmartre Sacré-Cœur,2024,8,F_B,SANS ALCOOL,0,326.0,2820.0,204.0,9.0,H0373
Mercure Paris Montmartre Sacré-Cœur,2024,8,F_B,SANS ALCOOL,1,16.0,180.0,9.0,4.0,H0373
Mercure Paris Montmartre Sacré-Cœur,2024,8,N_F_B,SOS,0,5.0,61.0,4.0,2.0,H0373
Mercure Paris Montmartre Sacré-Cœur,2024,8,N_F_B,SOUVENIRS,0,1.0,42.0,1.0,1.0,H0373
Mercure Paris Montmartre Sacré-Cœur,2024,9,F_B,ALCOOL,0,185.0,2750.0,135.0,4.0,H0373
Mercure Paris Montmartre Sacré-Cœur,2024,9,F_B,FOOD SALEE,0,96.0,564.0,83.0,3.0,H0373
Mercure Paris Montmartre Sacré-Cœur,2024,9,F_B,FOOD SUCREE,0,107.0,494.0,75.0,7.0,H0373
Mercure Paris Montmartre Sacré-Cœur,2024,9,F_B,SANS ALCOOL,0,512.0,4130.0,333.0,9.0,H0373
Mercure Paris Montmartre Sacré-Cœur,2024,9,N_F_B,SOS,0,2.0,12.0,2.0,2.0,H0373
Mercure Paris Montmartre Sacré-Cœur,2024,9,N_F_B,SOUVENIRS,0,1.0,42.0,1.0,1.0,H0373
Mercure Paris Montmartre Sacré-Cœur,2024,10,F_B,ALCOOL,0,182.0,2857.0,123.0,4.0,H0373
Mercure Paris Montmartre Sacré-Cœur,2024,10,F_B,FOOD SALEE,0,116.0,742.0,96.0,3.0,H0373
Mercure Paris Montmartre Sacré-Cœur,2024,10,F_B,FOOD SUCREE,0,98.0,499.0,69.0,4.0,H0373
Mercure Paris Montmartre Sacré-Cœur,2024,10,F_B,SANS ALCOOL,0,650.0,5110.0,400.0,9.0,H0373
Mercure Paris Montmartre Sacré-Cœur,2024,10,N_F_B,SOS,0,7.0,91.0,5.0,3.0,H0373
Mercure Paris Montmartre Sacré-Cœur,2024,10,N_F_B,SOUVENIRS,0,5.0,219.0,2.0,4.0,H0373
Mercure Paris Montmartre Sacré-Cœur,2024,11,F_B,ALCOOL,0,92.0,1330.0,64.0,5.0,H0373
Mercure Paris Montmartre Sacré-Cœur,2024,11,F_B,ALCOOL,1,4.0,128.0,2.0,2.0,H0373
Mercure Paris Montmartre Sacré-Cœur,2024,11,F_B,FOOD SALEE,0,67.0,433.0,52.0,4.0,H0373
Mercure Paris Montmartre Sacré-Cœur,2024,11,F_B,FOOD SALEE,1,10.0,106.0,5.0,3.0,H0373
Mercure Paris Montmartre Sacré-Cœur,2024,11,F_B,FOOD SUCREE,0,90.0,368.0,62.0,4.0,H0373
Mercure Paris Montmartre Sacré-Cœur,2024,11,F_B,FOOD SUCREE,1,4.0,18.0,3.0,1.0,H0373
Mercure Paris Montmartre Sacré-Cœur,2024,11,F_B,SANS ALCOOL,0,400.0,2970.0,252.0,9.0,H0373
Mercure Paris Montmartre Sacré-Cœur,2024,11,F_B,SANS ALCOOL,1,37.0,305.0,25.0,7.0,H0373
Mercure Paris Montmartre Sacré-Cœur,2024,11,F_B,SOUVENIRS,0,1.0,15.0,1.0,1.0,H0373
Mercure Paris Montmartre Sacré-Cœur,2024,11,N_F_B,COSMETIQUE,0,2.0,25.0,2.0,2.0,H0373
Mercure Paris Montmartre Sacré-Cœur,2024,11,N_F_B,SOS,0,1.0,8.0,1.0,1.0,H0373
Mercure Paris Montmartre Sacré-Cœur,2024,12,F_B,ALCOOL,0,104.0,1920.0,69.0,4.0,H0373
Mercure Paris Montmartre Sacré-Cœur,2024,12,F_B,ALCOOL,1,9.0,119.0,7.0,3.0,H0373
Mercure Paris Montmartre Sacré-Cœur,2024,12,F_B,FOOD SALEE,0,53.0,307.0,44.0,4.0,H0373
Mercure Paris Montmartre Sacré-Cœur,2024,12,F_B,FOOD SALEE,1,5.0,31.0,3.0,3.0,H0373
Mercure Paris Montmartre Sacré-Cœur,2024,12,F_B,FOOD SUCREE,0,98.0,432.0,60.0,4.0,H0373
Mercure Paris Montmartre Sacré-Cœur,2024,12,F_B,SANS ALCOOL,0,330.0,2490.0,231.0,9.0,H0373
Mercure Paris Montmartre Sacré-Cœur,2024,12,F_B,SANS ALCOOL,1,14.0,130.0,9.0,5.0,H0373
Mercure Paris Montmartre Sacré-Cœur,2024,12,N_F_B,COSMETIQUE,0,5.0,80.0,4.0,3.0,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,1,F_B,ALCOOL,0,76.0,1397.0,58.0,4.0,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,1,F_B,ALCOOL,1,5.0,117.0,5.0,3.0,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,1,F_B,FOOD SALEE,0,49.0,253.0,42.0,4.0,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,1,F_B,FOOD SALEE,1,5.0,21.0,4.0,4.0,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,1,F_B,FOOD SUCREE,0,101.0,416.0,60.0,4.0,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,1,F_B,FOOD SUCREE,1,30.0,205.0,11.0,3.0,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,1,F_B,SANS ALCOOL,0,267.0,2285.0,187.0,9.0,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,1,F_B,SANS ALCOOL,1,53.0,345.0,33.0,8.0,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,1,F_B,SOUVENIRS,0,1.0,14.0,1.0,1.0,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,1,F_B,SOUVENIRS,1,1.0,15.0,1.0,1.0,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,1,N_F_B,COSMETIQUE,0,6.0,72.0,6.0,1.0,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,1,N_F_B,SOS,0,3.0,38.0,3.0,2.0,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,2,F_B,ALCOOL,0,75.0,1803.0,50.0,4.0,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,2,F_B,FOOD SALEE,0,67.0,347.0,52.0,4.0,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,2,F_B,FOOD SUCREE,0,83.0,271.0,65.0,4.0,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,2,F_B,SANS ALCOOL,0,272.0,1790.0,213.0,9.0,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,2,F_B,SOUVENIRS,0,2.0,29.0,2.0,2.0,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,2,N_F_B,COSMETIQUE,0,5.0,60.0,5.0,1.0,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,2,N_F_B,SOS,0,4.0,53.0,4.0,2.0,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,2,N_F_B,SOUVENIRS,0,5.0,378.0,3.0,2.0,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,3,F_B,ALCOOL,0,88.0,1601.0,67.0,5.0,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,3,F_B,FOOD SALEE,0,64.0,338.0,52.0,3.0,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,3,F_B,FOOD SUCREE,0,99.0,367.0,69.0,4.0,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,3,F_B,SANS ALCOOL,0,309.0,2255.0,224.0,9.0,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,3,F_B,SOUVENIRS,0,1.0,14.0,1.0,1.0,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,3,N_F_B,COSMETIQUE,0,5.0,78.0,5.0,2.0,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,3,N_F_B,SOS,0,3.0,16.0,3.0,2.0,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,4,F_B,ALCOOL,0,108.0,1841.0,73.0,5.0,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,4,F_B,FOOD SALEE,0,39.0,169.0,38.0,3.0,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,4,F_B,FOOD SUCREE,0,100.0,397.0,68.0,3.0,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,4,F_B,SANS ALCOOL,0,256.0,1980.0,184.0,9.0,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,4,N_F_B,COSMETIQUE,0,5.0,63.0,5.0,3.0,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,5,F_B,ALCOOL,0,54.0,986.0,42.0,5.0,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,5,F_B,ALCOOL,1,1.0,30.0,1.0,1.0,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,5,F_B,FOOD SALEE,0,27.0,117.0,25.0,3.0,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,5,F_B,FOOD SUCREE,0,75.0,213.0,58.0,4.0,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,5,F_B,FOOD SUCREE,1,6.0,25.0,4.0,2.0,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,5,F_B,SANS ALCOOL,0,186.0,1680.0,125.0,9.0,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,5,N_F_B,COSMETIQUE,0,2.0,24.0,2.0,1.0,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,5,N_F_B,COSMETIQUE,1,1.0,12.0,1.0,1.0,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,6,F_B,ALCOOL,0,37.0,741.0,30.0,7.0,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,6,F_B,FOOD SALEE,0,40.0,190.0,34.0,3.0,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,6,F_B,FOOD SUCREE,0,116.0,395.0,92.0,4.0,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,6,F_B,SANS ALCOOL,0,262.0,1920.0,196.0,9.0,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,6,N_F_B,COSMETIQUE,0,7.0,109.0,5.0,2.0,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,6,N_F_B,SOS,0,4.0,90.0,3.0,1.0,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,7,F_B,ALCOOL,0,31.0,513.0,27.0,6.0,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,7,F_B,FOOD SALEE,0,37.0,273.0,29.0,3.0,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,7,F_B,FOOD SUCREE,0,64.0,270.0,46.0,4.0,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,7,F_B,SANS ALCOOL,0,149.0,995.0,115.0,10.0,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,7,N_F_B,COSMETIQUE,0,2.0,42.0,2.0,2.0,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,7,N_F_B,SOS,0,1.0,15.0,1.0,1.0,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,7,N_F_B,SOUVENIRS,0,2.0,44.0,2.0,1.0,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,8,F_B,ALCOOL,0,33.0,542.0,25.0,7.0,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,8,F_B,FOOD SALEE,0,26.0,132.0,23.0,3.0,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,8,F_B,FOOD SALEE,1,1.0,3.0,1.0,1.0,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,8,F_B,FOOD SUCREE,0,48.0,159.0,36.0,4.0,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,8,F_B,FOOD SUCREE,1,5.0,26.0,2.0,1.0,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,8,F_B,SANS ALCOOL,0,94.0,848.0,63.0,5.0,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,8,F_B,SANS ALCOOL,1,4.0,10.0,3.0,2.0,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,8,N_F_B,COSMETIQUE,0,1.0,12.0,1.0,1.0,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,8,N_F_B,SOS,0,1.0,15.0,1.0,1.0,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,8,N_F_B,SOUVENIRS,0,1.0,42.0,1.0,1.0,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,9,F_B,ALCOOL,0,69.0,1411.0,49.0,5.0,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,9,F_B,FOOD SALEE,0,52.0,234.0,48.0,3.0,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,9,F_B,FOOD SUCREE,0,129.0,496.0,85.0,4.0,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,9,F_B,SANS ALCOOL,0,247.0,1781.0,189.0,5.0,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,9,N_F_B,COSMETIQUE,0,1.0,30.0,1.0,1.0,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,9,N_F_B,SOS,0,2.0,30.0,2.0,1.0,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,9,N_F_B,SOUVENIRS,0,1.0,42.0,1.0,1.0,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,10,F_B,ALCOOL,0,102.0,1444.0,76.0,5.0,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,10,F_B,FOOD SALEE,0,40.0,214.0,36.0,3.0,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,10,F_B,FOOD SUCREE,0,97.0,331.0,73.0,4.0,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,10,F_B,SANS ALCOOL,0,344.0,2520.0,250.0,4.0,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,10,N_F_B,COSMETIQUE,0,5.0,70.7,4.0,4.0,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,10,N_F_B,SOS,0,2.0,27.8,2.0,1.0,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,11,F_B,ALCOOL,0,63.0,1162.0,52.0,5.0,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,11,F_B,ALCOOL,1,2.0,30.0,2.0,2.0,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,11,F_B,FOOD SALEE,0,33.0,177.0,27.0,4.0,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,11,F_B,FOOD SALEE,1,5.0,25.0,4.0,2.0,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,11,F_B,FOOD SUCREE,0,97.0,361.0,67.0,4.0,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,11,F_B,FOOD SUCREE,1,8.0,23.0,4.0,3.0,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,11,F_B,SANS ALCOOL,0,173.0,1325.0,131.0,4.0,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,11,F_B,SANS ALCOOL,1,15.0,105.0,11.0,3.0,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,11,N_F_B,COSMETIQUE,0,5.0,55.7,5.0,3.0,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,11,N_F_B,SOS,0,3.0,42.8,3.0,3.0,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,11,N_F_B,SOS,1,1.0,15.0,1.0,1.0,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,12,F_B,ALCOOL,0,52.0,1027.0,41.0,5.0,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,12,F_B,ALCOOL,1,5.0,45.0,3.0,1.0,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,12,F_B,FOOD SALEE,0,50.0,252.0,41.0,3.0,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,12,F_B,FOOD SALEE,1,5.0,25.0,4.0,2.0,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,12,F_B,FOOD SUCREE,0,67.0,373.0,44.0,2.0,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,12,F_B,FOOD SUCREE,1,2.0,4.0,2.0,1.0,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,12,F_B,SANS ALCOOL,0,222.0,1600.0,167.0,4.0,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,12,F_B,SANS ALCOOL,1,13.0,105.0,8.0,4.0,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,12,N_F_B,COSMETIQUE,0,13.0,148.4,13.0,4.0,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,12,N_F_B,SOS,0,6.0,62.9,5.0,4.0,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,12,N_F_B,SOUVENIRS,0,1.0,22.0,1.0,1.0,H0373
Novotel Megève Mont-Blanc,2024,3,F_B,FOOD SALEE,0,15.0,92.0,4.0,6.0,HB5I0
Novotel Megève Mont-Blanc,2024,3,F_B,FOOD SUCREE,0,10.0,68.0,9.0,7.0,HB5I0
Novotel Megève Mont-Blanc,2024,3,N_F_B,ACCESSOIRES,0,3.0,59.0,3.0,2.0,HB5I0
Novotel Megève Mont-Blanc,2024,3,N_F_B,COSMETIQUE,0,9.0,118.0,7.0,5.0,HB5I0
Novotel Megève Mont-Blanc,2024,3,N_F_B,JEUX / ENFANTS,0,13.0,226.0,14.0,13.0,HB5I0
Novotel Megève Mont-Blanc,2024,3,N_F_B,PAP,0,3.0,105.0,3.0,3.0,HB5I0
Novotel Megève Mont-Blanc,2024,3,N_F_B,SOUVENIRS,0,1.0,18.0,1.0,0.0,HB5I0
Novotel Megève Mont-Blanc,2024,4,F_B,FOOD SALEE,0,7.0,39.0,6.0,4.0,HB5I0
Novotel Megève Mont-Blanc,2024,4,F_B,FOOD SUCREE,0,23.0,167.5,12.0,11.0,HB5I0
Novotel Megève Mont-Blanc,2024,4,F_B,SANS ALCOOL,0,8.0,18.5,7.0,2.0,HB5I0
Novotel Megève Mont-Blanc,2024,4,N_F_B,ACCESSOIRES,0,5.0,73.0,5.0,3.0,HB5I0
Novotel Megève Mont-Blanc,2024,4,N_F_B,COSMETIQUE,0,14.0,248.5,10.0,8.0,HB5I0
Novotel Megève Mont-Blanc,2024,4,N_F_B,JEUX / ENFANTS,0,11.0,133.0,7.0,10.0,HB5I0
Novotel Megève Mont-Blanc,2024,4,N_F_B,SOS,0,4.0,90.0,4.0,0.0,HB5I0
Novotel Megève Mont-Blanc,2024,4,N_F_B,SOUVENIRS,0,8.0,130.0,4.0,5.0,HB5I0
Novotel Megève Mont-Blanc,2024,5,F_B,ALCOOL,0,3.0,36.0,2.0,1.0,HB5I0
Novotel Megève Mont-Blanc,2024,5,F_B,ALCOOL,1,3.0,24.0,2.0,2.0,HB5I0
Novotel Megève Mont-Blanc,2024,5,F_B,FOOD SALEE,0,4.0,27.0,4.0,4.0,HB5I0
Novotel Megève Mont-Blanc,2024,5,F_B,FOOD SUCREE,0,22.0,152.5,15.0,10.0,HB5I0
Novotel Megève Mont-Blanc,2024,5,F_B,SANS ALCOOL,0,30.0,77.5,19.0,8.0,HB5I0
Novotel Megève Mont-Blanc,2024,5,F_B,SANS ALCOOL,1,4.0,10.5,3.0,3.0,HB5I0
Novotel Megève Mont-Blanc,2024,5,F_B,SOUVENIRS,0,2.0,14.0,1.0,2.0,HB5I0
Novotel Megève Mont-Blanc,2024,5,N_F_B,ACCESSOIRES,0,9.0,365.0,8.0,4.0,HB5I0
Novotel Megève Mont-Blanc,2024,5,N_F_B,COSMETIQUE,0,17.0,380.9,13.0,8.0,HB5I0
Novotel Megève Mont-Blanc,2024,5,N_F_B,JEUX / ENFANTS,0,5.0,77.0,4.0,5.0,HB5I0
Novotel Megève Mont-Blanc,2024,5,N_F_B,JEUX / ENFANTS,1,1.0,12.0,1.0,1.0,HB5I0
Novotel Megève Mont-Blanc,2024,5,N_F_B,PAP,0,2.0,60.0,1.0,2.0,HB5I0
Novotel Megève Mont-Blanc,2024,5,N_F_B,SOS,0,6.0,112.0,4.0,4.0,HB5I0
Novotel Megève Mont-Blanc,2024,5,N_F_B,SOUVENIRS,0,2.0,32.0,1.0,2.0,HB5I0
Novotel Megève Mont-Blanc,2024,6,F_B,ALCOOL,0,12.0,112.0,7.0,3.0,HB5I0
Novotel Megève Mont-Blanc,2024,6,F_B,FOOD SALEE,0,12.0,66.0,7.0,4.0,HB5I0
Novotel Megève Mont-Blanc,2024,6,F_B,FOOD SUCREE,0,17.0,116.5,11.0,9.0,HB5I0
Novotel Megève Mont-Blanc,2024,6,F_B,SANS ALCOOL,0,32.0,82.5,24.0,8.0,HB5I0
Novotel Megève Mont-Blanc,2024,6,F_B,SOUVENIRS,0,1.0,7.0,1.0,1.0,HB5I0
Novotel Megève Mont-Blanc,2024,6,N_F_B,ACCESSOIRES,0,6.0,75.0,6.0,2.0,HB5I0
Novotel Megève Mont-Blanc,2024,6,N_F_B,COSMETIQUE,0,8.0,165.8,8.0,4.0,HB5I0
Novotel Megève Mont-Blanc,2024,6,N_F_B,JEUX / ENFANTS,0,14.0,187.0,8.0,7.0,HB5I0
Novotel Megève Mont-Blanc,2024,6,N_F_B,PAP,0,1.0,45.0,1.0,1.0,HB5I0
Novotel Megève Mont-Blanc,2024,6,N_F_B,SOS,0,6.0,117.0,6.0,2.0,HB5I0
Novotel Megève Mont-Blanc,2024,7,F_B,ALCOOL,0,5.0,44.0,3.0,3.0,HB5I0
Novotel Megève Mont-Blanc,2024,7,F_B,FOOD SALEE,0,12.0,64.0,9.0,3.0,HB5I0
Novotel Megève Mont-Blanc,2024,7,F_B,FOOD SUCREE,0,23.0,154.0,17.0,10.0,HB5I0
Novotel Megève Mont-Blanc,2024,7,F_B,SANS ALCOOL,0,57.0,149.5,38.0,8.0,HB5I0
Novotel Megève Mont-Blanc,2024,7,F_B,SANS ALCOOL,1,1.0,3.0,1.0,1.0,HB5I0
Novotel Megève Mont-Blanc,2024,7,F_B,SOUVENIRS,0,1.0,6.0,1.0,1.0,HB5I0
Novotel Megève Mont-Blanc,2024,7,N_F_B,ACCESSOIRES,0,7.0,197.0,6.0,4.0,HB5I0
Novotel Megève Mont-Blanc,2024,7,N_F_B,COSMETIQUE,0,13.0,154.9,11.0,8.0,HB5I0
Novotel Megève Mont-Blanc,2024,7,N_F_B,JEUX / ENFANTS,0,6.0,105.0,6.0,4.0,HB5I0
Novotel Megève Mont-Blanc,2024,7,N_F_B,PAP,0,5.0,99.0,4.0,4.0,HB5I0
Novotel Megève Mont-Blanc,2024,7,N_F_B,SOS,0,11.0,213.0,11.0,3.0,HB5I0
Novotel Megève Mont-Blanc,2024,7,N_F_B,SOUVENIRS,0,7.0,112.0,3.0,5.0,HB5I0
Novotel Megève Mont-Blanc,2024,8,F_B,ALCOOL,0,4.0,32.0,3.0,2.0,HB5I0
Novotel Megève Mont-Blanc,2024,8,F_B,FOOD SALEE,0,17.0,112.7,15.0,6.0,HB5I0
Novotel Megève Mont-Blanc,2024,8,F_B,FOOD SALEE,1,1.0,7.0,1.0,1.0,HB5I0
Novotel Megève Mont-Blanc,2024,8,F_B,FOOD SUCREE,0,38.0,246.3,30.0,14.0,HB5I0
Novotel Megève Mont-Blanc,2024,8,F_B,FOOD SUCREE,1,1.0,5.8,1.0,1.0,HB5I0
Novotel Megève Mont-Blanc,2024,8,F_B,SANS ALCOOL,0,62.0,166.0,39.0,11.0,HB5I0
Novotel Megève Mont-Blanc,2024,8,F_B,SANS ALCOOL,1,1.0,2.5,1.0,1.0,HB5I0
Novotel Megève Mont-Blanc,2024,8,F_B,SOUVENIRS,0,3.0,36.7,3.0,2.0,HB5I0
Novotel Megève Mont-Blanc,2024,8,N_F_B,ACCESSOIRES,0,11.0,313.0,8.0,7.0,HB5I0
Novotel Megève Mont-Blanc,2024,8,N_F_B,ACCESSOIRES,1,1.0,10.0,1.0,1.0,HB5I0
Novotel Megève Mont-Blanc,2024,8,N_F_B,COSMETIQUE,0,9.0,118.4,9.0,6.0,HB5I0
Novotel Megève Mont-Blanc,2024,8,N_F_B,JEUX / ENFANTS,0,18.0,226.0,14.0,11.0,HB5I0
Novotel Megève Mont-Blanc,2024,8,N_F_B,JEUX / ENFANTS,1,1.0,15.0,1.0,1.0,HB5I0
Novotel Megève Mont-Blanc,2024,8,N_F_B,PAP,0,10.0,277.0,9.0,8.0,HB5I0
Novotel Megève Mont-Blanc,2024,8,N_F_B,SOS,0,7.0,136.0,7.0,3.0,HB5I0
Novotel Megève Mont-Blanc,2024,8,N_F_B,SOUVENIRS,0,4.0,66.0,2.0,1.0,HB5I0
Novotel Megève Mont-Blanc,2024,9,F_B,ALCOOL,0,5.0,52.0,4.0,2.0,HB5I0
Novotel Megève Mont-Blanc,2024,9,F_B,FOOD SALEE,0,1.0,8.5,1.0,1.0,HB5I0
Novotel Megève Mont-Blanc,2024,9,F_B,FOOD SUCREE,0,19.0,118.3,14.0,9.0,HB5I0
Novotel Megève Mont-Blanc,2024,9,F_B,SANS ALCOOL,0,28.0,73.0,24.0,10.0,HB5I0
Novotel Megève Mont-Blanc,2024,9,F_B,SOUVENIRS,0,2.0,33.0,2.0,0.0,HB5I0
Novotel Megève Mont-Blanc,2024,9,N_F_B,ACCESSOIRES,0,11.0,718.0,10.0,7.0,HB5I0
