nom_hotel,annee,mois,categorie,sous_categorie,nombre_ventes,montant_ventes,nombre_paniers,nombre_produits,hotel_code
Mercure Paris Montmartre Sacré-Cœur,2025,6,N_F_B,COSMETIQUE,7,109.0,5,2,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,6,N_F_B,SOS,4,90.0,3,1,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,7,F_B,ALCOOL,31,513.0,27,6,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,7,F_B,FOOD SALEE,37,273.0,29,3,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,7,F_B,FOOD SUCREE,64,270.0,46,4,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,7,F_B,SANS ALCOOL,149,995.0,115,10,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,7,N_F_B,COSMETIQUE,2,42.0,2,2,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,7,N_F_B,SOS,1,15.0,1,1,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,7,N_F_B,SOUVENIRS,2,44.0,2,1,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,8,F_B,ALCOOL,33,542.0,25,7,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,8,F_B,FOOD SALEE,27,135.0,24,3,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,8,F_B,FOOD SUCREE,53,185.0,38,4,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,8,F_B,SANS ALCOOL,98,858.0,66,5,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,8,N_F_B,COSMETIQUE,1,12.0,1,1,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,8,N_F_B,SOS,1,15.0,1,1,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,8,N_F_B,SOUVENIRS,1,42.0,1,1,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,9,F_B,ALCOOL,69,1411.0,49,5,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,9,F_B,FOOD SALEE,52,234.0,48,3,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,9,F_B,FOOD SUCREE,129,496.0,85,4,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,9,F_B,SANS ALCOOL,247,1781.0,189,5,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,9,N_F_B,COSMETIQUE,1,30.0,1,1,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,9,N_F_B,SOS,2,30.0,2,1,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,9,N_F_B,SOUVENIRS,1,42.0,1,1,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,10,F_B,ALCOOL,102,1444.0,76,5,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,10,F_B,FOOD SALEE,40,214.0,36,3,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,10,F_B,FOOD SUCREE,97,331.0,73,4,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,10,F_B,SANS ALCOOL,344,2520.0,250,4,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,10,N_F_B,COSMETIQUE,5,70.7,4,4,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,10,N_F_B,SOS,2,27.8,2,1,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,11,F_B,ALCOOL,65,1192.0,54,5,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,11,F_B,FOOD SALEE,38,202.0,31,4,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,11,F_B,FOOD SUCREE,105,384.0,71,4,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,11,F_B,SANS ALCOOL,188,1430.0,142,4,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,11,N_F_B,COSMETIQUE,5,55.7,5,3,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,11,N_F_B,SOS,4,57.8,4,3,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,12,F_B,ALCOOL,57,1072.0,44,5,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,12,F_B,FOOD SALEE,55,277.0,45,3,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,12,F_B,FOOD SUCREE,69,377.0,46,2,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,12,F_B,SANS ALCOOL,235,1705.0,175,4,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,12,N_F_B,COSMETIQUE,13,148.4,13,4,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,12,N_F_B,SOS,6,62.9,5,4,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,12,N_F_B,SOUVENIRS,1,22.0,1,1,H0373
Novotel Megève Mont-Blanc,2024,3,F_B,FOOD SALEE,15,92.0,4,6,HB5I0
Novotel Megève Mont-Blanc,2024,3,F_B,FOOD SUCREE,10,68.0,9,7,HB5I0
Novotel Megève Mont-Blanc,2024,3,N_F_B,ACCESSOIRES,3,59.0,3,2,HB5I0
Novotel Megève Mont-Blanc,2024,3,N_F_B,COSMETIQUE,9,118.0,7,5,HB5I0
Novotel Megève Mont-Blanc,2024,3,N_F_B,JEUX / ENFANTS,13,226.0,14,13,HB5I0
Novotel Megève Mont-Blanc,2024,3,N_F_B,PAP,3,105.0,3,3,HB5I0
Novotel Megève Mont-Blanc,2024,3,N_F_B,SOUVENIRS,1,18.0,1,0,HB5I0
Novotel Megève Mont-Blanc,2024,4,F_B,FOOD SALEE,7,39.0,6,4,HB5I0
Novotel Megève Mont-Blanc,2024,4,F_B,FOOD SUCREE,23,167.5,12,11,HB5I0
Novotel Megève Mont-Blanc,2024,4,F_B,SANS ALCOOL,8,18.5,7,2,HB5I0
Novotel Megève Mont-Blanc,2024,4,N_F_B,ACCESSOIRES,5,73.0,5,3,HB5I0
Novotel Megève Mont-Blanc,2024,4,N_F_B,COSMETIQUE,14,248.5,10,8,HB5I0
Novotel Megève Mont-Blanc,2024,4,N_F_B,JEUX / ENFANTS,11,133.0,7,10,HB5I0
Novotel Megève Mont-Blanc,2024,4,N_F_B,SOS,4,90.0,4,0,HB5I0
Novotel Megève Mont-Blanc,2024,4,N_F_B,SOUVENIRS,8,130.0,4,5,HB5I0
Novotel Megève Mont-Blanc,2024,5,F_B,ALCOOL,6,60.0,4,3,HB5I0
Novotel Megève Mont-Blanc,2024,5,F_B,FOOD SALEE,4,27.0,4,4,HB5I0
Novotel Megève Mont-Blanc,2024,5,F_B,FOOD SUCREE,22,152.5,15,10,HB5I0
Novotel Megève Mont-Blanc,2024,5,F_B,SANS ALCOOL,34,88.0,22,8,HB5I0
Novotel Megève Mont-Blanc,2024,5,F_B,SOUVENIRS,2,14.0,1,2,HB5I0
Novotel Megève Mont-Blanc,2024,5,N_F_B,ACCESSOIRES,9,365.0,8,4,HB5I0
Novotel Megève Mont-Blanc,2024,5,N_F_B,COSMETIQUE,17,380.9,13,8,HB5I0
Novotel Megève Mont-Blanc,2024,5,N_F_B,JEUX / ENFANTS,6,89.0,5,6,HB5I0
Novotel Megève Mont-Blanc,2024,5,N_F_B,PAP,2,60.0,1,2,HB5I0
Novotel Megève Mont-Blanc,2024,5,N_F_B,SOS,6,112.0,4,4,HB5I0
Novotel Megève Mont-Blanc,2024,5,N_F_B,SOUVENIRS,2,32.0,1,2,HB5I0
Novotel Megève Mont-Blanc,2024,6,F_B,ALCOOL,12,112.0,7,3,HB5I0
Novotel Megève Mont-Blanc,2024,6,F_B,FOOD SALEE,12,66.0,7,4,HB5I0
Novotel Megève Mont-Blanc,2024,6,F_B,FOOD SUCREE,17,116.5,11,9,HB5I0
Novotel Megève Mont-Blanc,2024,6,F_B,SANS ALCOOL,32,82.5,24,8,HB5I0
Novotel Megève Mont-Blanc,2024,6,F_B,SOUVENIRS,1,7.0,1,1,HB5I0
Novotel Megève Mont-Blanc,2024,6,N_F_B,ACCESSOIRES,6,75.0,6,2,HB5I0
Novotel Megève Mont-Blanc,2024,6,N_F_B,COSMETIQUE,8,165.8,8,4,HB5I0
Novotel Megève Mont-Blanc,2024,6,N_F_B,JEUX / ENFANTS,14,187.0,8,7,HB5I0
Novotel Megève Mont-Blanc,2024,6,N_F_B,PAP,1,45.0,1,1,HB5I0
Novotel Megève Mont-Blanc,2024,6,N_F_B,SOS,6,117.0,6,2,HB5I0
Novotel Megève Mont-Blanc,2024,7,F_B,ALCOOL,5,44.0,3,3,HB5I0
Novotel Megève Mont-Blanc,2024,7,F_B,FOOD SALEE,12,64.0,9,3,HB5I0
Novotel Megève Mont-Blanc,2024,7,F_B,FOOD SUCREE,23,154.0,17,10,HB5I0
Novotel Megève Mont-Blanc,2024,7,F_B,SANS ALCOOL,58,152.5,39,8,HB5I0
Novotel Megève Mont-Blanc,2024,7,F_B,SOUVENIRS,1,6.0,1,1,HB5I0
Novotel Megève Mont-Blanc,2024,7,N_F_B,ACCESSOIRES,7,197.0,6,4,HB5I0
Novotel Megève Mont-Blanc,2024,7,N_F_B,COSMETIQUE,13,154.9,11,8,HB5I0
Novotel Megève Mont-Blanc,2024,7,N_F_B,JEUX / ENFANTS,6,105.0,6,4,HB5I0
Novotel Megève Mont-Blanc,2024,7,N_F_B,PAP,5,99.0,4,4,HB5I0
Novotel Megève Mont-Blanc,2024,7,N_F_B,SOS,11,213.0,11,3,HB5I0
Novotel Megève Mont-Blanc,2024,7,N_F_B,SOUVENIRS,7,112.0,3,5,HB5I0
Novotel Megève Mont-Blanc,2024,8,F_B,ALCOOL,4,32.0,3,2,HB5I0
Novotel Megève Mont-Blanc,2024,8,F_B,FOOD SALEE,18,119.7,16,6,HB5I0
Novotel Megève Mont-Blanc,2024,8,F_B,FOOD SUCREE,39,252.1,31,14,HB5I0
Novotel Megève Mont-Blanc,2024,8,F_B,SANS ALCOOL,63,168.5,40,11,HB5I0
Novotel Megève Mont-Blanc,2024,8,F_B,SOUVENIRS,3,36.7,3,2,HB5I0
Novotel Megève Mont-Blanc,2024,8,N_F_B,ACCESSOIRES,12,323.0,9,7,HB5I0
Novotel Megève Mont-Blanc,2024,8,N_F_B,COSMETIQUE,9,118.4,9,6,HB5I0
Novotel Megève Mont-Blanc,2024,8,N_F_B,JEUX / ENFANTS,19,241.0,15,11,HB5I0
Novotel Megève Mont-Blanc,2024,8,N_F_B,PAP,10,277.0,9,8,HB5I0
Novotel Megève Mont-Blanc,2024,8,N_F_B,SOS,7,136.0,7,3,HB5I0
Novotel Megève Mont-Blanc,2024,8,N_F_B,SOUVENIRS,4,66.0,2,1,HB5I0
Novotel Megève Mont-Blanc,2024,9,F_B,ALCOOL,5,52.0,4,2,HB5I0
Novotel Megève Mont-Blanc,2024,9,F_B,FOOD SALEE,1,8.5,1,1,HB5I0
Novotel Megève Mont-Blanc,2024,9,F_B,FOOD SUCREE,19,118.3,14,9,HB5I0
Novotel Megève Mont-Blanc,2024,9,F_B,SANS ALCOOL,28,73.0,24,10,HB5I0
Novotel Megève Mont-Blanc,2024,9,F_B,SOUVENIRS,2,33.0,2,0,HB5I0
Novotel Megève Mont-Blanc,2024,9,N_F_B,ACCESSOIRES,11,718.0,10,7,HB5I0
Novotel Megève Mont-Blanc,2024,9,N_F_B,COSMETIQUE,16,187.6,10,4,HB5I0
Novotel Megève Mont-Blanc,2024,9,N_F_B,JEUX / ENFANTS,5,80.0,5,2,HB5I0
Novotel Megève Mont-Blanc,2024,9,N_F_B,PAP,6,122.0,4,6,HB5I0
Novotel Megève Mont-Blanc,2024,9,N_F_B,SOS,4,81.0,4,2,HB5I0
Novotel Megève Mont-Blanc,2024,9,N_F_B,SOUVENIRS,5,82.0,3,4,HB5I0
Novotel Megève Mont-Blanc,2024,10,F_B,ALCOOL,17,140.0,11,4,HB5I0
Novotel Megève Mont-Blanc,2024,10,F_B,FOOD SALEE,5,40.5,4,4,HB5I0
Novotel Megève Mont-Blanc,2024,10,F_B,FOOD SUCREE,12,90.3,9,7,HB5I0
Novotel Megève Mont-Blanc,2024,10,F_B,SANS ALCOOL,18,50.0,12,10,HB5I0
Novotel Megève Mont-Blanc,2024,10,N_F_B,ACCESSOIRES,6,240.0,5,4,HB5I0
Novotel Megève Mont-Blanc,2024,10,N_F_B,COSMETIQUE,4,43.9,4,3,HB5I0
Novotel Megève Mont-Blanc,2024,10,N_F_B,JEUX / ENFANTS,2,14.0,2,2,HB5I0
Novotel Megève Mont-Blanc,2024,10,N_F_B,PAP,2,50.0,2,2,HB5I0
Novotel Megève Mont-Blanc,2024,10,N_F_B,SOS,2,37.0,2,2,HB5I0
Novotel Megève Mont-Blanc,2024,10,N_F_B,SOUVENIRS,5,84.0,3,3,HB5I0
Novotel Megève Mont-Blanc,2024,11,F_B,ALCOOL,2,16.0,2,2,HB5I0
Novotel Megève Mont-Blanc,2024,11,F_B,FOOD SALEE,3,24.3,3,2,HB5I0
Novotel Megève Mont-Blanc,2024,11,F_B,FOOD SUCREE,26,162.6,14,11,HB5I0
Novotel Megève Mont-Blanc,2024,11,F_B,SANS ALCOOL,12,31.5,8,6,HB5I0
Novotel Megève Mont-Blanc,2024,11,N_F_B,ACCESSOIRES,12,693.0,12,6,HB5I0
Novotel Megève Mont-Blanc,2024,11,N_F_B,COSMETIQUE,8,205.4,7,5,HB5I0
Novotel Megève Mont-Blanc,2024,11,N_F_B,JEUX / ENFANTS,2,24.0,2,2,HB5I0
Novotel Megève Mont-Blanc,2024,11,N_F_B,PAP,2,65.0,2,2,HB5I0
Novotel Megève Mont-Blanc,2024,11,N_F_B,SOS,4,64.0,4,1,HB5I0
Novotel Megève Mont-Blanc,2024,11,N_F_B,SOUVENIRS,1,16.0,1,1,HB5I0
Novotel Megève Mont-Blanc,2024,12,F_B,ALCOOL,1,8.0,1,1,HB5I0
Novotel Megève Mont-Blanc,2024,12,F_B,FOOD SALEE,8,64.0,8,5,HB5I0
Novotel Megève Mont-Blanc,2024,12,F_B,FOOD SUCREE,95,433.8,50,22,HB5I0
Novotel Megève Mont-Blanc,2024,12,F_B,SANS ALCOOL,48,125.0,43,9,HB5I0
Novotel Megève Mont-Blanc,2024,12,F_B,SOUVENIRS,2,33.0,1,0,HB5I0
Novotel Megève Mont-Blanc,2024,12,N_F_B,#REF!,4,60.0,4,0,HB5I0
Novotel Megève Mont-Blanc,2024,12,N_F_B,ACCESSOIRES,10,329.0,10,4,HB5I0
Novotel Megève Mont-Blanc,2024,12,N_F_B,COSMETIQUE,5,71.9,5,2,HB5I0
Novotel Megève Mont-Blanc,2024,12,N_F_B,JEUX / ENFANTS,22,232.3,15,14,HB5I0
Novotel Megève Mont-Blanc,2024,12,N_F_B,PAP,14,310.0,10,3,HB5I0
Novotel Megève Mont-Blanc,2024,12,N_F_B,SOS,2,59.0,2,2,HB5I0
Novotel Megève Mont-Blanc,2024,12,N_F_B,SOUVENIRS,6,98.0,5,3,HB5I0
Novotel Megève Mont-Blanc,2025,1,F_B,ALCOOL,2,16.0,1,2,HB5I0
Novotel Megève Mont-Blanc,2025,1,F_B,FOOD SALEE,10,78.0,6,5,HB5I0
Novotel Megève Mont-Blanc,2025,1,F_B,FOOD SUCREE,86,544.9,41,23,HB5I0
Novotel Megève Mont-Blanc,2025,1,F_B,SANS ALCOOL,42,108.0,27,7,HB5I0
Novotel Megève Mont-Blanc,2025,1,F_B,SOUVENIRS,1,16.5,1,0,HB5I0
Novotel Megève Mont-Blanc,2025,1,N_F_B,#REF!,8,120.0,6,0,HB5I0
Novotel Megève Mont-Blanc,2025,1,N_F_B,ACCESSOIRES,10,183.0,8,1,HB5I0
Novotel Megève Mont-Blanc,2025,1,N_F_B,JEUX / ENFANTS,23,248.05,12,17,HB5I0
Novotel Megève Mont-Blanc,2025,1,N_F_B,PAP,32,591.0,22,2,HB5I0
Novotel Megève Mont-Blanc,2025,1,N_F_B,SOS,7,112.0,6,1,HB5I0
Novotel Megève Mont-Blanc,2025,1,N_F_B,SOUVENIRS,3,1.5,2,1,HB5I0
Novotel Megève Mont-Blanc,2025,2,F_B,ALCOOL,5,40.0,2,2,HB5I0
Novotel Megève Mont-Blanc,2025,2,F_B,FOOD SALEE,18,79.7,10,7,HB5I0
Novotel Megève Mont-Blanc,2025,2,F_B,FOOD SUCREE,102,385.8,65,23,HB5I0
Novotel Megève Mont-Blanc,2025,2,F_B,SANS ALCOOL,80,204.0,45,10,HB5I0
Novotel Megève Mont-Blanc,2025,2,N_F_B,#REF!,3,33.0,3,1,HB5I0
Novotel Megève Mont-Blanc,2025,2,N_F_B,ACCESSOIRES,19,372.0,16,4,HB5I0
Novotel Megève Mont-Blanc,2025,2,N_F_B,COSMETIQUE,6,51.9,6,3,HB5I0
Novotel Megève Mont-Blanc,2025,2,N_F_B,JEUX / ENFANTS,35,349.25,25,19,HB5I0
Novotel Megève Mont-Blanc,2025,2,N_F_B,PAP,11,340.0,11,1,HB5I0
Novotel Megève Mont-Blanc,2025,2,N_F_B,SOS,42,545.5,27,4,HB5I0
Novotel Megève Mont-Blanc,2025,2,N_F_B,SOUVENIRS,15,7.5,6,1,HB5I0
Novotel Megève Mont-Blanc,2025,3,F_B,FOOD SALEE,18,60.0,11,5,HB5I0
Novotel Megève Mont-Blanc,2025,3,F_B,FOOD SUCREE,67,221.5,42,16,HB5I0
Novotel Megève Mont-Blanc,2025,3,F_B,SANS ALCOOL,36,94.5,22,8,HB5I0
Novotel Megève Mont-Blanc,2025,3,N_F_B,#REF!,6,60.0,5,1,HB5I0
Novotel Megève Mont-Blanc,2025,3,N_F_B,ACCESSOIRES,7,154.0,6,2,HB5I0
Novotel Megève Mont-Blanc,2025,3,N_F_B,COSMETIQUE,2,19.0,2,2,HB5I0
Novotel Megève Mont-Blanc,2025,3,N_F_B,JEUX / ENFANTS,32,293.75,23,13,HB5I0
Novotel Megève Mont-Blanc,2025,3,N_F_B,PAP,12,375.0,10,3,HB5I0
Novotel Megève Mont-Blanc,2025,3,N_F_B,SOS,11,89.0,10,4,HB5I0
Novotel Megève Mont-Blanc,2025,3,N_F_B,SOUVENIRS,10,5.0,5,1,HB5I0
Novotel Megève Mont-Blanc,2025,4,F_B,FOOD SALEE,6,24.0,5,3,HB5I0
Novotel Megève Mont-Blanc,2025,4,F_B,FOOD SUCREE,31,122.5,18,13,HB5I0
Novotel Megève Mont-Blanc,2025,4,F_B,SANS ALCOOL,17,43.5,12,3,HB5I0
Novotel Megève Mont-Blanc,2025,4,N_F_B,#REF!,3,33.0,3,2,HB5I0
Novotel Megève Mont-Blanc,2025,4,N_F_B,ACCESSOIRES,9,229.0,7,3,HB5I0
Novotel Megève Mont-Blanc,2025,4,N_F_B,COSMETIQUE,4,31.0,3,3,HB5I0
Novotel Megève Mont-Blanc,2025,4,N_F_B,JEUX / ENFANTS,13,117.15,11,8,HB5I0
Novotel Megève Mont-Blanc,2025,4,N_F_B,PAP,4,105.0,3,1,HB5I0
Novotel Megève Mont-Blanc,2025,4,N_F_B,SOS,4,33.0,3,3,HB5I0
Novotel Megève Mont-Blanc,2025,5,F_B,FOOD SALEE,11,48.0,7,5,HB5I0
Novotel Megève Mont-Blanc,2025,5,F_B,FOOD SUCREE,15,57.9,10,10,HB5I0
Novotel Megève Mont-Blanc,2025,5,F_B,SANS ALCOOL,10,26.0,10,3,HB5I0
Novotel Megève Mont-Blanc,2025,5,N_F_B,#REF!,4,60.0,4,1,HB5I0
Novotel Megève Mont-Blanc,2025,5,N_F_B,ACCESSOIRES,4,50.0,3,2,HB5I0
Novotel Megève Mont-Blanc,2025,5,N_F_B,COSMETIQUE,3,95.9,3,2,HB5I0
Novotel Megève Mont-Blanc,2025,5,N_F_B,JEUX / ENFANTS,10,109.4,8,7,HB5I0
Novotel Megève Mont-Blanc,2025,5,N_F_B,PAP,5,145.0,4,0,HB5I0
Novotel Megève Mont-Blanc,2025,5,N_F_B,SOS,1,4.0,1,1,HB5I0
Novotel Megève Mont-Blanc,2025,6,F_B,FOOD SALEE,16,48.0,10,4,HB5I0
Novotel Megève Mont-Blanc,2025,6,F_B,FOOD SUCREE,45,196.0,22,14,HB5I0
Novotel Megève Mont-Blanc,2025,6,F_B,SANS ALCOOL,15,37.5,9,3,HB5I0
Novotel Megève Mont-Blanc,2025,6,N_F_B,#REF!,15,196.5,13,7,HB5I0
Novotel Megève Mont-Blanc,2025,6,N_F_B,ACCESSOIRES,9,346.0,8,7,HB5I0
Novotel Megève Mont-Blanc,2025,6,N_F_B,COSMETIQUE,7,104.0,5,5,HB5I0
Novotel Megève Mont-Blanc,2025,6,N_F_B,JEUX / ENFANTS,15,131.05,12,8,HB5I0
Novotel Megève Mont-Blanc,2025,6,N_F_B,PAP,2,55.0,2,0,HB5I0
Novotel Megève Mont-Blanc,2025,6,N_F_B,SOS,7,63.0,6,2,HB5I0
Novotel Megève Mont-Blanc,2025,6,N_F_B,SOUVENIRS,13,6.5,3,1,HB5I0
Novotel Megève Mont-Blanc,2025,7,F_B,ALCOOL,1,8.0,1,1,HB5I0
Novotel Megève Mont-Blanc,2025,7,F_B,FOOD SALEE,46,128.5,28,5,HB5I0
Novotel Megève Mont-Blanc,2025,7,F_B,FOOD SUCREE,95,359.0,59,17,HB5I0
Novotel Megève Mont-Blanc,2025,7,F_B,SANS ALCOOL,39,97.5,26,5,HB5I0
Novotel Megève Mont-Blanc,2025,7,N_F_B,#REF!,25,354.5,22,11,HB5I0
Novotel Megève Mont-Blanc,2025,7,N_F_B,ACCESSOIRES,7,190.0,7,2,HB5I0
Novotel Megève Mont-Blanc,2025,7,N_F_B,COSMETIQUE,9,109.0,6,4,HB5I0
Novotel Megève Mont-Blanc,2025,7,N_F_B,JEUX / ENFANTS,24,215.7,14,10,HB5I0
Novotel Megève Mont-Blanc,2025,7,N_F_B,PAP,6,210.0,5,0,HB5I0
Novotel Megève Mont-Blanc,2025,7,N_F_B,SOS,16,163.0,14,4,HB5I0
Novotel Megève Mont-Blanc,2025,8,F_B,FOOD SALEE,36,110.0,23,6,HB5I0
Novotel Megève Mont-Blanc,2025,8,F_B,FOOD SUCREE,93,343.5,49,15,HB5I0
Novotel Megève Mont-Blanc,2025,8,F_B,SANS ALCOOL,68,170.0,44,5,HB5I0
Novotel Megève Mont-Blanc,2025,8,N_F_B,#REF!,56,917.95,50,19,HB5I0
Novotel Megève Mont-Blanc,2025,8,N_F_B,ACCESSOIRES,11,191.0,8,3,HB5I0
Novotel Megève Mont-Blanc,2025,8,N_F_B,COSMETIQUE,1,4.0,1,1,HB5I0
Novotel Megève Mont-Blanc,2025,8,N_F_B,JEUX / ENFANTS,39,374.1,27,12,HB5I0
Novotel Megève Mont-Blanc,2025,8,N_F_B,PAP,12,360.0,11,0,HB5I0
Novotel Megève Mont-Blanc,2025,8,N_F_B,SOS,36,399.0,32,4,HB5I0
Novotel Megève Mont-Blanc,2025,8,N_F_B,SOUVENIRS,4,4.0,2,1,HB5I0
Novotel Megève Mont-Blanc,2025,9,F_B,FOOD SALEE,19,52.5,11,5,HB5I0
Novotel Megève Mont-Blanc,2025,9,F_B,FOOD SUCREE,25,95.0,19,6,HB5I0
Novotel Megève Mont-Blanc,2025,9,F_B,SANS ALCOOL,36,90.0,17,5,HB5I0
Novotel Megève Mont-Blanc,2025,9,N_F_B,#REF!,28,389.5,25,8,HB5I0
Novotel Megève Mont-Blanc,2025,9,N_F_B,ACCESSOIRES,6,70.0,6,2,HB5I0
Novotel Megève Mont-Blanc,2025,9,N_F_B,COSMETIQUE,6,34.0,5,2,HB5I0
Novotel Megève Mont-Blanc,2025,9,N_F_B,JEUX / ENFANTS,19,150.8,13,7,HB5I0
Novotel Megève Mont-Blanc,2025,9,N_F_B,PAP,6,180.0,4,0,HB5I0
Novotel Megève Mont-Blanc,2025,9,N_F_B,SOS,15,155.0,14,2,HB5I0
Novotel Megève Mont-Blanc,2025,9,N_F_B,SOUVENIRS,4,4.0,3,1,HB5I0
Novotel Megève Mont-Blanc,2025,10,F_B,FOOD SALEE,8,37.5,4,4,HB5I0
Novotel Megève Mont-Blanc,2025,10,F_B,FOOD SUCREE,10,58.5,7,5,HB5I0
Novotel Megève Mont-Blanc,2025,10,F_B,SANS ALCOOL,10,25.0,8,3,HB5I0
Novotel Megève Mont-Blanc,2025,10,N_F_B,#REF!,5,71.95,5,4,HB5I0
Novotel Megève Mont-Blanc,2025,10,N_F_B,COSMETIQUE,10,119.5,5,4,HB5I0
Novotel Megève Mont-Blanc,2025,10,N_F_B,JEUX / ENFANTS,11,96.2,6,7,HB5I0
Novotel Megève Mont-Blanc,2025,10,N_F_B,PAP,1,20.0,1,0,HB5I0
Novotel Megève Mont-Blanc,2025,10,N_F_B,SOS,3,18.0,2,2,HB5I0
Novotel Megève Mont-Blanc,2025,10,N_F_B,SOUVENIRS,12,12.0,3,1,HB5I0
Novotel Megève Mont-Blanc,2025,11,F_B,FOOD SALEE,37,93.0,19,2,HB5I0
Novotel Megève Mont-Blanc,2025,11,F_B,FOOD SUCREE,8,43.0,5,5,HB5I0
Novotel Megève Mont-Blanc,2025,11,F_B,SANS ALCOOL,27,67.5,16,1,HB5I0
Novotel Megève Mont-Blanc,2025,11,NAN,nan,12,152.0,8,4,HB5I0
Novotel Megève Mont-Blanc,2025,11,N_F_B,#REF!,16,139.0,13,3,HB5I0
Novotel Megève Mont-Blanc,2025,11,N_F_B,ACCESSOIRES,6,104.0,4,2,HB5I0
Novotel Megève Mont-Blanc,2025,11,N_F_B,COSMETIQUE,6,71.5,4,3,HB5I0
Novotel Megève Mont-Blanc,2025,11,N_F_B,JEUX / ENFANTS,11,95.85,7,7,HB5I0
Novotel Megève Mont-Blanc,2025,11,N_F_B,PAP,5,160.0,4,0,HB5I0
Novotel Megève Mont-Blanc,2025,11,N_F_B,SOS,25,271.0,24,3,HB5I0
Novotel Megève Mont-Blanc,2025,11,N_F_B,SOUVENIRS,5,5.0,4,1,HB5I0
Novotel Megève Mont-Blanc,2025,12,F_B,FOOD SALEE,39,98.0,25,2,HB5I0
Novotel Megève Mont-Blanc,2025,12,F_B,FOOD SUCREE,115,358.5,76,8,HB5I0
Novotel Megève Mont-Blanc,2025,12,F_B,SANS ALCOOL,75,187.5,45,4,HB5I0
Novotel Megève Mont-Blanc,2025,12,F_B,SOUVENIRS,5,100.0,5,1,HB5I0
Novotel Megève Mont-Blanc,2025,12,NAN,nan,113,1270.4,80,35,HB5I0
Novotel Megève Mont-Blanc,2025,12,N_F_B,#REF!,16,135.0,15,2,HB5I0
Novotel Megève Mont-Blanc,2025,12,N_F_B,ACCESSOIRES,7,206.0,7,4,HB5I0
Novotel Megève Mont-Blanc,2025,12,N_F_B,COSMETIQUE,8,57.5,7,3,HB5I0
Novotel Megève Mont-Blanc,2025,12,N_F_B,JEUX / ENFANTS,18,171.6,13,8,HB5I0
Novotel Megève Mont-Blanc,2025,12,N_F_B,PAP,13,350.0,11,0,HB5I0
Novotel Megève Mont-Blanc,2025,12,N_F_B,SOS,36,397.0,29,3,HB5I0
Novotel Megève Mont-Blanc,2025,12,N_F_B,SOUVENIRS,3,3.0,2,1,HB5I0
Novotel Paris Tour Eiffel,2024,5,N_F_B,SOS,1,3.0,1,0,H3546
Novotel Paris Tour Eiffel,2024,6,F_B,FOOD SALEE,42,310.0,34,0,H3546
Novotel Paris Tour Eiffel,2024,6,F_B,FOOD SUCREE,59,391.5,37,0,H3546
Novotel Paris Tour Eiffel,2024,6,F_B,SANS ALCOOL,185,2376.0,99,0,H3546
Novotel Paris Tour Eiffel,2024,6,N_F_B,SOS,49,605.0,38,0,H3546
Novotel Paris Tour Eiffel,2024,7,F_B,FOOD SALEE,55,502.0,41,0,H3546
Novotel Paris Tour Eiffel,2024,7,F_B,FOOD SUCREE,97,556.6999999999999,48,0,H3546
Novotel Paris Tour Eiffel,2024,7,F_B,SANS ALCOOL,184,1351.47,91,0,H3546
